0,1,2,3,4,5,6,7,8,9,10,11,12,label
-533.5239,137.88329,-50.67881,8.7552395,45.484493,9.342156,-8.615537,-6.1461253,5.0481205,-3.2260497,-15.509785,3.878669,-1.2115661,1
-540.5716,128.99599,-48.086185,9.559484,46.375282,7.3245764,-8.89453,-3.0022945,5.097487,-6.888037,-18.140041,2.3685083,0.13781331,1
-429.22104,145.32527,-62.736217,-4.736578,41.053158,1.7030953,-14.132728,-4.498978,7.257588,-4.9673996,-18.2517,4.1512675,5.5773497,1
-536.223,140.52463,-45.272694,6.0252376,29.741438,-7.5192094,-12.4686,-2.5742228,7.9786925,-4.6926107,-18.322357,2.8140945,3.8956397,1
-567.4256,139.95882,-48.085083,-3.3977978,41.010853,9.883458,-9.33978,-4.41126,5.369072,-6.427281,-17.71216,2.0128696,2.720582,1
-549.5229,128.73016,-61.69809,4.2223673,36.0922,-5.625658,-10.736558,-3.2718678,3.7241051,-7.5144486,-20.929813,2.2641392,4.0142283,1
-451.0224,140.81056,-55.312984,9.426111,40.136997,-4.4820757,-10.026351,0.28536782,7.7022276,-6.112804,-17.510122,2.2204,2.26234,1
-582.217,133.31317,-49.275566,9.439944,41.923164,2.5335176,-7.4742427,0.26209012,5.136809,-4.7630982,-18.238752,3.609669,2.585069,1
-532.7262,156.30577,-59.647766,1.1289041,43.10947,2.4586697,-14.791149,-1.8055239,6.3203306,-6.1113553,-22.934198,5.2971535,1.8661568,1
-544.2489,124.45379,-48.94235,-0.84458745,28.092508,-6.8248672,-14.983617,-5.3870387,6.048506,-4.1463084,-18.339737,-0.864764,4.5620055,1
-534.31744,126.504845,-42.097416,-5.030846,34.104557,2.9804883,-11.694072,-2.7925181,4.726684,-7.2216897,-17.676294,0.9884334,3.329907,1
-545.2661,143.72475,-66.12963,-0.24772069,43.629757,-3.1058908,-17.012077,-4.293983,-0.5737427,-13.3533,-25.712473,7.240342,7.1823454,1
-507.62885,140.715,-49.36986,-6.5022435,41.468998,6.94147,-16.470797,-7.1749873,7.1678333,-6.8396616,-20.083586,2.1244943,3.0111945,1
-514.12286,144.23518,-46.375263,-1.9146576,35.03837,-2.2035036,-11.568425,0.37010702,5.2963047,-9.992365,-17.325848,1.3780414,0.6690352,1
-453.03998,148.20207,-68.21939,7.654834,41.356236,-10.398318,-12.261012,0.07202439,4.482661,-9.51405,-21.013159,2.0579507,3.1134014,1
-564.7286,126.920876,-39.383904,45.882275,31.022598,-7.000141,13.51576,3.4342601,-4.744068,-2.2342489,-18.511105,4.3608446,1.2229216,1
-559.2809,142.78392,-57.337418,9.620826,41.511143,-0.27189538,-9.203884,0.3487942,3.4612594,-7.9282994,-19.892288,3.7442923,0.76314163,1
-509.60825,125.285805,-55.38912,1.4168091,34.704235,3.1854293,-6.981932,-8.632759,0.11009366,-7.751458,-18.045677,0.3071305,1.4942545,1
-455.65024,165.6279,-54.046333,-12.350532,37.430878,11.012449,-10.163091,-6.640511,7.4424505,-5.9092503,-21.074429,2.9674926,5.971612,1
-535.0027,121.042274,-37.588047,7.010106,45.74819,7.7249546,-8.418971,2.504804,6.9804573,-6.1277456,-13.89913,2.904031,4.957681,1
-583.8724,150.24997,-63.475304,-2.6869872,40.6325,6.262477,-9.107197,-2.780036,1.9691702,-3.587277,-23.7149,7.992576,1.9932698,1
-512.804,137.30298,-42.14609,1.0097024,33.437626,2.3627503,-8.19625,-4.5027695,5.430781,-5.1317196,-19.22551,-0.760181,3.3878279,1
-572.6099,140.33415,-52.946514,20.252516,37.140068,-2.6921308,-0.7995108,-6.157905,0.53350973,-5.451251,-18.034142,0.7403766,0.48968738,1
-519.1672,121.81299,-49.91722,0.39890772,44.63025,10.135591,-8.142651,-3.5256135,2.7226164,-7.811603,-15.230904,2.233624,2.3481407,1
-578.6909,130.94795,6.5916095,16.066683,27.109762,8.484567,6.195319,7.389629,7.120261,-2.407821,-9.417183,3.3701198,6.7119393,1
-513.47125,118.21019,-54.282154,11.402221,34.66886,-5.29561,-6.7715025,-1.8526947,5.1114607,-5.3006,-20.025972,-0.98783827,-0.030804798,1
-556.79004,154.8776,-44.89666,-9.433824,34.867046,5.264217,-10.061534,-3.7557657,4.0927134,-6.4056525,-22.12524,1.1111192,4.8361635,1
-533.59705,141.16252,-56.05421,-8.284478,40.492,2.6430938,-18.818535,-3.6365702,5.132125,-10.147423,-20.09139,7.053477,7.287617,1
-547.8926,131.51257,-41.517296,4.923343,31.457846,-5.7468786,-11.256522,0.06528809,6.293663,-5.9242764,-15.278154,1.0230155,3.0397372,1
-536.6784,147.85165,-79.20148,1.1379718,54.130253,8.468732,-12.603971,-8.735302,1.2961776,-6.3606944,-26.670382,1.4400502,-0.7098847,1
